id,city,city_aka,state,country,iso3,continent,lat,lon,gmp,population_city,population_country,traffic_mortality,literacy_rate,avg_height,med_age,gini,traffic_index,videos,time_of_day,start_time,end_time,vehicle_type,upload_date,channel
5493,Falkenberg,[],,Sweden,SWE,Europe,56.904894,12.4912926,0.0,24099,10605098,3.1,0.0,174.0,41.0,30.0,0.0,"[NgTxfpaK_ZY,Iy7TgCokfA4,09Vv76btyAE]","[[0],[0],[0]]","[[0],[0],[0]]","[[659],[994],[963]]","[0,0,0]","[27102023,25062021,23062023]","[UCRMjtj_IsKnFAyBuC3OfK7g,UCYU1p7dPNHiwmxpPeGgwA-w,UCYU1p7dPNHiwmxpPeGgwA-w]"
5494,Charlottenberg,[],,Sweden,SWE,Europe,59.8839607,12.3049207,0.0,2368,10605098,3.1,0.0,174.0,41.0,30.0,0.0,[XBvR9SKNojM],[[0]],[[714]],[[1045]],[0],[08072024],[UCx3nv85JSR6yVg3AEawSIpQ]
5569,Frederikssund,[],,Denmark,DNK,Europe,55.8417752,12.063595,0.0,16850,6011488,3.7,0.0,176.0,42.2,28.2,0.0,"[fSTREbSy0Mk,tpGSjMuyOaE,1_J8aT0rgrw]","[[0],[0],[0]]","[[0],[0],[0]]","[[365],[2169],[3659]]","[0,0,0]","[29062025,24092020,2052021]","[UCpeibtt-h7om-DqDMIKWI7Q,UCpeibtt-h7om-DqDMIKWI7Q,UCpeibtt-h7om-DqDMIKWI7Q]"
5570,Hillerød,[Hillerod],,Denmark,DNK,Europe,55.9285735,12.3063909,0.0,35357,6011488,3.7,0.0,176.0,42.2,28.2,0.0,"[EkMLa8vt7qE,PB76TnL6iEc,4_KYhcgDRbE,7CeQWmyaEng]","[[0],[0],[0],[0]]","[[101],[0],[0],[0]]","[[436],[1178],[2892],[3898]]","[0,0,0,0]","[15062025,25012024,13102021,21042024]","[UCpeibtt-h7om-DqDMIKWI7Q,UCpeibtt-h7om-DqDMIKWI7Q,UCpeibtt-h7om-DqDMIKWI7Q,UCpeibtt-h7om-DqDMIKWI7Q]"
5573,Bollebygd,[],,Sweden,SWE,Europe,57.667809,12.570395,0.0,9802,10605098,3.1,0.0,174.0,41.0,30.0,0.0,[rO3u3O-8DOQ],[[0]],[[0]],[[335]],[0],[29012022],[UCYU1p7dPNHiwmxpPeGgwA-w]
5575,Värnamo,[Varnamo],,Sweden,SWE,Europe,57.184902,14.0410977,0.0,34542,10605098,3.1,0.0,174.0,41.0,30.0,0.0,[bDtn3ram4zs],[[0]],[[0]],[[402]],[0],[12032022],[UCYU1p7dPNHiwmxpPeGgwA-w]
5576,Borgholm,[],,Sweden,SWE,Europe,56.878624,16.673132,0.0,4344,10605098,3.1,0.0,174.0,41.0,30.0,0.0,[gtXrfBH0hxI],[[0]],[[0]],[[387]],[0],[01082021],[UCYU1p7dPNHiwmxpPeGgwA-w]
5577,Oskarshamn,[],,Sweden,SWE,Europe,57.2632811,16.4443478,0.0,18287,10605098,3.1,0.0,174.0,41.0,30.0,0.0,[Ix4GExT4aHk],[[0]],[[8]],[[472]],[0],[11052021],[UCYU1p7dPNHiwmxpPeGgwA-w]
5578,Karlskrona,[],,Sweden,SWE,Europe,56.1621073,15.5866422,0.0,66675,10605098,3.1,0.0,174.0,41.0,30.0,0.0,[I2vpG8lqgaQ],[[0]],[[0]],[[1527]],[0],[20082021],[UCYU1p7dPNHiwmxpPeGgwA-w]
5581,Båstad,[Bastad],,Sweden,SWE,Europe,56.4268963,12.8608789,0.0,16026,10605098,3.1,0.0,174.0,41.0,30.0,0.0,[zrCpR88tgjI],[[0]],[[0]],[[668]],[0],[01112021],[UCYU1p7dPNHiwmxpPeGgwA-w]
